X,Y,OBJECTID,Cartegraph_ID,Cartegraph_Type,Year_Built,Ownership,X_Coordinate,Y_Coordinate,Comment,Field_Survey,Point_Confidence,File_Number,Watershed,Subdivision,Council_District,Map_Grid,INST_DATE,Rim_Elevation,East_Invert,West_Invert,North_Invert,South_Invert,STREET,PROP_GPIN,created_date,Conflict_in_structure,Pavement_Segment_ID,Stormpipe_Network_ID,Flushing_Maint_Year,CCTV_Maint_Year,last_edited_date
-8478362.6298,4410249.5164,10393,12190-15117,STORMWATER MANHOLE,1987,VIRGINIA BEACH PUBLIC WORKS,12167340.0007527,3456551.02789539, ,,PLANS, ,Upper North Landing River,KEMPS QUARTER,District 7,D10,1987/01/01 05:00:00+00,15.5,8.06999969,8.06999969,0,0,OLIVEWOOD CT,14657636140000,,,4031-001,NET_ID_006593,,,
-8476835.5388,4410496.2628,10394,12190-968,STORMWATER MANHOLE,1994,VIRGINIA BEACH PUBLIC WORKS,12171339.6259556,3457296.83184998,NAVD88,,SURVEY,CIP 2-185,Upper North Landing River,INDIAN LAKES,District 1,E10,1994/01/01 05:00:00+00,11.02000046,0,0,0.01,0.11,PLEASANT VALLEY RD,14751732890000,,,0589-015,NET_ID_006719,,,
-8476878.6506,4410405.4932,10395,12190-778,JUNCTION BOX,1978,VIRGINIA BEACH PUBLIC WORKS,12171232.1793201,3457056.34742281,NAVD88,,SURVEY,"SURVEY 2017,D10-012",Upper North Landing River,INDIAN LAKES,District 1,E10,1978/01/01 05:00:00+00,11.10999966,-1,-1,-1,0,PLEASANT VALLEY RD,14751639060000,,,0589-015,NET_ID_006719,,,
-8476872.3138,4410403.5935,10396,12190-966,STORMWATER MANHOLE,1994,VIRGINIA BEACH PUBLIC WORKS,12171248.966688,3457051.78870489,NAVD88,,SURVEY,CIP 2-185,Upper North Landing River,INDIAN LAKES,District 1,E10,1994/01/01 05:00:00+00,11.61999989,-0.88,-0.75999999,-1.01999998,0,PLEASANT VALLEY RD,14751639060000,,,0589-015,NET_ID_006719,,,
-8478315.6281,4410441.373,10397,12190-380,STORMWATER MANHOLE,1985,PRIVATELY OWNED,12167451.1553861,3457056.43075597,LAKE END CONDOS,,PLANS,D10-032,Upper North Landing River,NO ASSOCIATED SUBDIVISION,District 7,D10,1985/01/01 05:00:00+00,11.82999992,0,6.13999987,6.13999987,0,LAKE VICTORIA ARCH,14657741071421,,,P409-002,,,,
-8478355.569,4410369.5313,10398,12190-362,STORMWATER MANHOLE,1985,VIRGINIA BEACH PUBLIC WORKS,12167350.78518,3456865.72608489,LAKE END CONDOS,,PLANS,D10-032,Upper North Landing River,KEMPS QUARTER,District 7,D10,1985/01/01 05:00:00+00,12.47000027,7.71000004,7.71000004,0,0,BREEZEWOOD AR,14657637299410,,,1335-005,NET_ID_006593,,,
-8480846.781,4409341.1605,10399,12240-488,STORMWATER MANHOLE,1984,VIRGINIA BEACH PUBLIC WORKS,12160865.8581892,3454011.51164898, ,,PLANS, ,Upper North Landing River,TALLWOOD MANOR,District 7,C10,1984/01/01 05:00:00+00,-99,0,0,0,0,KEMPSVILLE RD (NB),14650399470000,,,0475-006,NET_ID_006259,,,
-8476026.0032,4408557.2937,10400,12140-280,STORMWATER MANHOLE,1985,VIRGINIA BEACH PUBLIC WORKS,12173595.2428354,3452272.74511339,ROSEMONT FOREST SOUTH PHASE 1,,PLANS,D11-001,Upper North Landing River,ROSEMONT FOREST SOUTH,District 7,E10,1985/01/01 05:00:00+00,9.72000027,1.44000006,0,3.22000003,3.54999995,RUPERT CT,14753262750000,,,4605-001,,,,
-8477801.0213,4409642.8285,10401,12190-337,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12168856.2660929,3454999.0841489,NAVD88,,SURVEY,SURVEY WS12 2017,Upper North Landing River,ROSEMONT FOREST,District 7,D10,,8.81000042,0,0,4.76000023,4.65999985,BRIDLE CREEK BL,14658580000000,,,0281-010,,,,
-8477465.9671,4409779.7906,10402,12160-098,STORMWATER MANHOLE,1984,VIRGINIA BEACH PUBLIC WORKS,12169728.4805558,3455379.59880781,ROSEMONT FOREST SECTION 1,,PLANS,D10-005,Upper North Landing River,ROSEMONT FOREST,District 7,D10,1984/01/01 05:00:00+00,8.34000015,3.6400001,3.6400001,0,0,BRIDLE CREEK BL,14659574530000,,,0281-007,NET_ID_006194,,,
-8477831.5014,4409374.0457,10403,12160-035,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12168793.5759296,3454293.28142664, ,,PLANS, ,Upper North Landing River,ROSEMONT FOREST,District 7,D10,,-99,0,0,0,2.98000002,BRIDLE CREEK BL,14658493200000,,,0281-011,,,,
-8477530.3668,4410031.93,10404,12190-260,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12169542.7207567,3456035.59749581, ,,PLANS, ,Upper North Landing River,INDIAN LAKES,District 7,D10,,13.89999962,0,0,6.94999981,6.92999983,HALWELL DR,14659650790000,,,2750-001,NET_ID_006381,,,
-8478213.9225,4409532.8241,10405,12190-510,STORMWATER MANHOLE,1983,VIRGINIA BEACH PUBLIC WORKS,12167777.5536834,3454684.10774472, ,,PLANS, ,Upper North Landing River,INDIAN LAKES,District 7,D10,1983/01/01 05:00:00+00,-99,3.36999989,0,3.47000003,0,SETTLERS PARK DR,14657486460000,,,4767-001,,,,
-8477827.3622,4409331.1921,10406,12160-033,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12168807.2465059,3454181.33709672, ,,PLANS, ,Upper North Landing River,ROSEMONT FOREST,District 7,D10,,-99,0,2.66000009,2.70000005,0,BRIDLE CREEK BL,14658492310000,,,0281-011,,,,
-8480824.2985,4409368.3544,10407,12240-492,STORMWATER MANHOLE,1984,VIRGINIA BEACH PUBLIC WORKS,12160923.2379957,3454084.17160864, ,,PLANS, ,Upper North Landing River,TALLWOOD MANOR,District 7,C10,1984/01/01 05:00:00+00,-99,0,0,0,0,KEMPSVILLE RD (NB),14651400280000,,,0475-006A,NET_ID_006259,,,
-8477803.0963,4408773.9328,10408,12160-136,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12168907.2814108,3452723.66350289,NAVD88,,SURVEY,SURVEY WS12 2017,Upper North Landing River,ROSEMONT FOREST,District 7,D10,,9.61999989,-0.99000001,0,-0.99000001,0,THAMESFORD DR,14658297690000,,,5203-001,,,,
-8477897.7541,4410105.6079,10409,12190-224,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12168571.8129216,3456204.52727605, ,,PLANS, ,Upper North Landing River,INDIAN LAKES,District 7,D10,,11.63000011,0,0,5.9000001,0,HELMSLEY CT,14658661460000,,,5972-001,NET_ID_006423,,,
-8477851.5029,4408849.1573,10410,12160-134,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12168775.0825282,3452917.4938239, ,,PLANS, ,Upper North Landing River,ROSEMONT FOREST,District 7,D10,,-99,0,0,2.5,2.5,THAMESFORD DR,14658289470000,,,5203-001,,,,
-8478524.9653,4409885.628,10411,12190-984,STORMWATER MANHOLE,1989,VIRGINIA BEACH PUBLIC WORKS,12166936.6964412,3455587.6577749, ,,AS-BUILT/INSPECTORS COPY,CIP 2-065,Upper North Landing River,INDIAN LAKES,District 7,D10,1989/01/01 05:00:00+00,11.09000015,0,2.26999998,2.26999998,2.26999998,INDIAN LAKES BL (NB),14656595700000,,,0052-001,NET_ID_006545,,,
-8478521.6155,4409931.145,10412,12190-982,STORMWATER MANHOLE,1989,VIRGINIA BEACH PUBLIC WORKS,12166942.5556815,3455707.05878282, ,,AS-BUILT/INSPECTORS COPY,CIP 2-065,Upper North Landing River,INDIAN LAKES,District 7,D10,1989/01/01 05:00:00+00,8.81000042,2.20000005,0,0,2.20000005,INDIAN LAKES BL (NB),14657508620000,,,0052-001,NET_ID_006545,,,
-8477822.6797,4409569.313,10413,12190-341,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12168804.0860791,3454805.17049472,NAVD88,,SURVEY,SURVEY WS12 2017,Upper North Landing River,ROSEMONT FOREST,District 7,D10,,9.10000038,0,4.32999992,4.32000017,4.25,BRIDLE CREEK BL,14658477040000,,,0281-010,,,,
-8478315.5982,4409664.7208,10414,12190-488,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12167501.608041,3455022.85477065, ,,PLANS, ,Upper North Landing River,INDIAN LAKES,District 7,D10,,-99,0,0,0,0,WESTHAVEN CR,14657459360000,,,5510-001,,,,
-8477176.4629,4409788.5497,10415,12190-924,STORMWATER MANHOLE,1986,VIRGINIA BEACH PUBLIC WORKS,12170489.2388768,3455421.4651939,ROSEMONT FOREST SECTION 1,,PLANS,D10-015,Upper North Landing River,ROSEMONT FOREST,District 7,D10,1986/01/01 05:00:00+00,10.81999969,3.83999991,3.83999991,0,0,BRIDLE CREEK BL,14750555110000,,,0281-005,NET_ID_006194,,,
-8478272.4368,4409566.2584,10416,12190-502,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12167621.5015021,3454767.84314156, ,,PLANS, ,Upper North Landing River,INDIAN LAKES,District 7,D10,,-99,0,0,0,0,STOCKTON DR,14657467120000,,,5025-001,,,,
-8477830.0019,4409245.6759,10417,12160-010,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12168805.8616661,3453957.23419848,NAVD88,,SURVEY,SURVEY WS12 2017,Upper North Landing River,ROSEMONT FOREST,District 7,D10,,7.71000004,0,-0.36000001,-0.36000001,0,LYNNHAVEN PW (SB),14658470710000,,,0064-047,,,,
-8477826.069,4409246.7377,10418,12160-012,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12168816.1359238,3453960.27126589,NAVD88,,SURVEY,SURVEY WS12 2017,Upper North Landing River,ROSEMONT FOREST,District 7,D10,,7.78000021,3,3,0,0,LYNNHAVEN PW (SB),14658470710000,,,0064-047,,,,
-8477836.8401,4409306.3417,10419,12160-020,STORMWATER MANHOLE,1984,VIRGINIA BEACH PUBLIC WORKS,12168783.9355289,3454115.64595515,NAVD88,,SURVEY,SURVEY WS12 2017,Upper North Landing River,ROSEMONT FOREST,District 7,D10,1984/01/01 05:00:00+00,6.75,1.11000001,1.02999997,1.54999995,0.79000002,BRIDLE CREEK BL,14658470710000,,,0281-012,,,,
-8477829.5183,4409285.4459,10420,12160-014,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12168804.5490047,3454061.40656231,NAVD88,,SURVEY,SURVEY WS12 2017,Upper North Landing River,ROSEMONT FOREST,District 7,D10,,6.65999985,0.12,0.12,0,0,BRIDLE CREEK BL,14658470710000,,,0281-012,,,,
-8476994.3527,4409252.7215,10421,12160-604,STORMWATER MANHOLE,1984,PRIVATELY OWNED,12171003.0780722,3454030.31148015,ROSEMONT FOREST SECTION 7,,PLANS,D10-027,Upper North Landing River,ROSEMONT FOREST,District 7,E10,1984/01/01 05:00:00+00,9.93999958,2.43000007,2.52999997,0,0,LONGLAC RD,14751401000000,,,3448-001,,,,
-8477828.9972,4409439.9025,10422,12160-037,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12168795.8820273,3454465.89394231, ,,PLANS, ,Upper North Landing River,ROSEMONT FOREST,District 7,D10,,6.23999977,3.49000001,0,0,3.41000009,BRIDLE CREEK BL,14658494130000,,,0281-011,,,,
-8477835.476,4409443.6023,10423,12190-343,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12168778.6031905,3454475.15934373,NAVD88,,SURVEY,SURVEY WS12 2017,Upper North Landing River,ROSEMONT FOREST,District 7,D10,,-99,0,0,0,0,BRIDLE CREEK BL,14658464890000,,,0281-011,,,,
-8477283.0706,4409286.8064,10424,12160-738,STORMWATER MANHOLE,1984,PRIVATELY OWNED,12170241.5595821,3454100.67157565,ROSEMONT FOREST SECTION 7,,PLANS,D10-027,Upper North Landing River,ROSEMONT FOREST,District 7,D10,1984/01/01 05:00:00+00,10.72999954,2.03999996,0,1.94000006,0,GRAVENHURST DR,14750410790000,,,2674-012,,,,
-8477897.6768,4409708.9779,10425,12190-324,STORMWATER MANHOLE,1984,VIRGINIA BEACH PUBLIC WORKS,12168597.7833421,3455165.98735839,NAVD88,,SURVEY,"SURVEY 2017, D10-005",Upper North Landing River,ROSEMONT FOREST,District 7,D10,1984/01/01 05:00:00+00,9.14999962,0,3.25,3.19000006,4.03999996,SWEET BAY LA,14658551470000,,,5130-002,NET_ID_006183,,,
-8477813.1687,4408708.2129,10426,12160-892,STORMWATER MANHOLE,1986,PRIVATELY OWNED,12168885.0622951,3452550.90466206, ,,PLANS,D10-037,Upper North Landing River,ROSEMONT FOREST,District 7,D10,1986/01/01 05:00:00+00,11.27999973,2.70000005,0,2.70000005,0,APRIL AVE,14658286709710,,,P1169-001,,,,
-8477328.2652,4408913.7722,10427,12160-650,STORMWATER MANHOLE,1984,VIRGINIA BEACH PUBLIC WORKS,12170146.9915298,3453120.88186856,ROSEMONT FOREST SECTION 7,,PLANS,D10-027,Upper North Landing River,ROSEMONT FOREST,District 7,D10,1984/01/01 05:00:00+00,11.78999996,0,0,2.82999992,2.73000002,GRAVENHURST DR,14750311240000,,,2674-007,,,,
-8478523.9386,4409957.0768,10428,12190-112,STORMWATER MANHOLE,1979,VIRGINIA BEACH PUBLIC WORKS,12166934.7659989,3455774.80799115,INDIAN LAKES C-2,,PLANS,D10-006,Upper North Landing River,INDIAN LAKES,District 7,D10,1979/01/01 05:00:00+00,9.22000027,0.56,0,0.56,0,INDIAN LAKES BL (NB),14657508230000,,,0052-001,NET_ID_006601,,,
-8477888.9598,4409208.9711,10429,12160-912,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12168653.1926801,3453857.27179998, ,,PLANS, ,Upper North Landing River,ROSEMONT FOREST,District 7,D10,,-99,0,0,0,0,LYNNHAVEN PW (NB),14658337330000,,,0065-021,,,,
-8477608.4332,4408675.3539,10430,12160-188,STORMWATER MANHOLE,1985,VIRGINIA BEACH PUBLIC WORKS,12169425.6616076,3452478.22534548,ROSEMONT FOREST SECTION 9,,PLANS,D10-031,Upper North Landing River,ROSEMONT FOREST,District 7,D10,1985/01/01 05:00:00+00,10.93999958,0,0,3.5,3.5999999,MARMORA RD,14659234950000,,,3606-001,,,,
-8476865.8798,4408968.8145,10431,12160-272,STORMWATER MANHOLE,,PRIVATELY OWNED,12171359.4671232,3453295.28309456, ,,PLANS, ,Upper North Landing River,ROSEMONT FOREST,District 7,E10,,-99,0,2.33999991,0,2.33999991,PLEASANT VALLEY RD,14751332440000,,,0589-009,,,,
-8477045.8633,4408013.6745,10432,12140-018,STORMWATER MANHOLE,1985,VIRGINIA BEACH PUBLIC WORKS,12170948.3780504,3450782.20806822,ROSEMONT FOREST SOUTH PHASE 1,,PLANS,D11-001,Upper North Landing River,ROSEMONT FOREST SOUTH,District 7,D11,1985/01/01 05:00:00+00,10.18000031,2.94000006,2.94000006,0,0,ABORFIELD CT,14750098650000,,,0832-001,,,,
-8479679.795,4408066.5013,10433,12220-013,STORMWATER MANHOLE,1982,VIRGINIA BEACH PUBLIC WORKS,12164017.161926,3450748.9781478,BRIGADOON SECTION 2,,PLANS,C11-006,Upper North Landing River,BRIGADOON WOODS EAST,District 7,C11,1982/01/01 05:00:00+00,7.84000015,3.63000011,0,3.63000011,3.63000011,BROCKIE ST,14654008610000,,,1386-002,NET_ID_005356,,,
-8476713.4351,4408130.9738,10434,12140-026,STORMWATER MANHOLE,1985,PRIVATELY OWNED,12171815.0764482,3451111.17755464,ROSEMONT FOREST SOUTH PHASE 1,,PLANS,D11-001,Upper North Landing River,ROSEMONT FOREST SOUTH,District 7,E11,1985/01/01 05:00:00+00,9.88000011,2.94000006,2.94000006,0,2.94000006,PLEASANT VALLEY RD,14751181380000,,,0589-003,,,,
-8477292.0802,4407796.3583,10435,649A17,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12170314.9298422,3450196.96383189, ,,PLANS, ,Upper North Landing River,GLENWOOD LINKS,District 7,D11,,-99,8.48999977,4.26000023,4.26000023,0,GLENWOOD LINKS LA,14750022640000,,,6474-001,NET_ID_005248,,,
-8477598.0224,4407992.506,10436,12140-062,STORMWATER MANHOLE,1985,VIRGINIA BEACH PUBLIC WORKS,12169497.4613328,3450690.65805447,ROSEMONT FOREST SOUTH PHASE 1,,PLANS,D11-001,Upper North Landing River,ROSEMONT FOREST SOUTH,District 7,D11,1985/01/01 05:00:00+00,8.57999992,2.96000004,0,4.76999998,3.32999992,CLARION CT,14659046530000,,,1738-001,NET_ID_005317,,,
-8477280.2152,4407934.3688,10437,12140-008,STORMWATER MANHOLE,1985,VIRGINIA BEACH PUBLIC WORKS,12170337.149286,3450559.17865865,ROSEMONT FOREST SOUTH PHASE 1,,PLANS,D11-001,Upper North Landing River,ROSEMONT FOREST SOUTH,District 7,D11,1985/01/01 05:00:00+00,9.18000031,2.25999999,2.25999999,2.94000006,0,GLENWOOD LINKS LA,14750026630000,,,6474-001,,,,
-8479768.2268,4408493.5465,10438,12240-652,STORMWATER MANHOLE,2017,VIRGINIA BEACH PUBLIC WORKS,12163757.0194016,3451861.60846847,LYNNHAVEN PKWY,,AS-BUILT/INSPECTORS COPY,CIP 2-167,Upper North Landing River,BRIGADOON WOODS,District 7,C11,2017/01/01 05:00:00+00,10.47000027,4.5999999,4.5,4.51000023,4.53999996,NELSON CT,14653177560000,,,3870-001,,,,
-8477123.142,4407987.5981,10439,12140-016,STORMWATER MANHOLE,1985,VIRGINIA BEACH PUBLIC WORKS,12170746.8184141,3450708.8581493,ROSEMONT FOREST SOUTH PHASE 1,,PLANS,D11-001,Upper North Landing River,ROSEMONT FOREST SOUTH,District 7,D11,1985/01/01 05:00:00+00,9.97999954,2.25999999,2.25999999,0,0,GRAVENHURST DR,14750087060000,,,2674-001C,,,,
-8477404.4306,4407716.6356,10440,649B16,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12170024.6089006,3449980.82679698, ,,PLANS, ,Upper North Landing River,GLENWOOD LINKS,District 7,D11,,-99,3.66000009,3.66000009,0,0,GRAVENHURST DR,14649989470000,,,2674-001A,NET_ID_005148,,,
-8477459.0535,4407757.5633,10441,649A20,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12169878.2712667,3450084.44338764, ,,PLANS, ,Upper North Landing River,GLENWOOD LINKS,District 7,D11,,-99,3.76999998,3.76999998,0,0,GLENWOOD LINKS LA,14649989470000,,,6474-001,NET_ID_005248,,,
-8477375.6633,4407785.8545,10442,649A19,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12170095.7682071,3450163.98850414, ,,PLANS, ,Upper North Landing River,GLENWOOD LINKS,District 7,D11,,-99,3.79999995,3.79999995,0,0,GLENWOOD LINKS LA,14750031740000,,,6474-001,NET_ID_005248,,,
-8477361.6653,4407773.4593,10443,649A18,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12170133.393788,3450132.44165123, ,,PLANS, ,Upper North Landing River,GLENWOOD LINKS,District 7,D11,,-99,3.98000002,3.98000002,0,0,GLENWOOD LINKS LA,14750031740000,,,6474-001,NET_ID_005248,,,
-8476684.5965,4408671.9101,10444,12160-292,STORMWATER MANHOLE,,PRIVATELY OWNED,12171855.6163934,3452529.66454706, ,,PLANS, ,Upper North Landing River,ROSEMONT FOREST,District 7,E10,,-99,0,4.13999987,4.23999977,4.23999977,SYDENHAM TL,14751284640000,,,5139-001,,,,
-8476402.4862,4408483.7165,10445,12140-240,STORMWATER MANHOLE,1985,PRIVATELY OWNED,12172609.8753836,3452055.33872406,ROSEMONT FOREST SOUTH PHASE 1,,PLANS,D11-001,Upper North Landing River,ROSEMONT FOREST SOUTH,District 7,E10,1985/01/01 05:00:00+00,9.71000004,-2.1400001,-2.1400001,2.06999993,0,RIPPLEMEAD DR,14752240750000,,,4486-002,,,,
-8476642.4863,4408264.8147,10446,12140-034,STORMWATER MANHOLE,1985,PRIVATELY OWNED,12171992.9458431,3451466.33662122, ,,PLANS, ,Upper North Landing River,ROSEMONT FOREST SOUTH,District 7,E11,1985/01/01 05:00:00+00,10.18000031,0,0,2.25999999,2.25999999,PLEASANT VALLEY RD,14751194540000,,,0589-003,,,,
-8481643.4323,4407937.2441,10447,B11515-A28A,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12158860.6492731,3450283.68085006, ,,PLANS, ,Upper North Landing River,KEMPSVILLE CROSSING,District 7,B11,,-99,9.59000015,9.59000015,0,0,KEMPSVILLE CROSSING LA,14558093530000,,,6585-001,NET_ID_005344,,,
-8477101.0773,4408850.9153,10448,12160-240,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12170748.5884237,3452971.14365098, ,,PLANS, ,Upper North Landing River,ROSEMONT FOREST,District 7,D10,,-99,0,4.48000002,0,4.57999992,GRAYLYN RD,14750279420000,,,2676-003,,,,
-8476330.7419,4408459.6165,10449,12140-250,STORMWATER MANHOLE,1985,VIRGINIA BEACH PUBLIC WORKS,12172800.14436,3451996.93562564,ROSEMONT FOREST SOUTH PHASE 1,,PLANS,D11-001,Upper North Landing River,ROSEMONT FOREST SOUTH,District 7,E10,1985/01/01 05:00:00+00,9.75,-1.96000004,-1.96000004,2.27999997,0,RIPPLEMEAD DR,14752270650000,,,4486-002,,,,
-8479884.1017,4407983.0566,10450,12240-226,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12163485.1728325,3450517.20859823, ,,PLANS, ,Upper North Landing River,BRIGADOON WOODS EAST,District 7,C11,,8.25,0,0,4.57999992,4.48000002,DUNDEE LA,14653035920000,,,2182-001,,,,
-8477105.4125,4408211.8055,10451,12140-118,STORMWATER MANHOLE,1985,VIRGINIA BEACH PUBLIC WORKS,12170778.8383632,3451297.18702514,ROSEMONT FOREST SOUTH PHASE 1,,PLANS,D11-001,Upper North Landing River,ROSEMONT FOREST SOUTH,District 7,D11,1985/01/01 05:00:00+00,10.31999969,2.76999998,0,2.76999998,0,SOUTHAVEN DR,14750182580000,,,4913-004,,,,
-8477483.8032,4407866.2308,10452,12140-004,STORMWATER MANHOLE,1985,PRIVATELY OWNED,12169806.1004793,3450367.41887157, ,,PLANS, ,Upper North Landing River,ROSEMONT FOREST SOUTH,District 7,D11,1985/01/01 05:00:00+00,-99,2.25999999,2.25999999,0,0,RYDALE CT,14659074460000,,,4621-001,,,,
-8482012.4218,4408127.4635,10453,B11515-A6,STORMWATER MANHOLE,,PRIVATELY OWNED,12157877.9478265,3450758.13167281, ,,PLANS, ,Upper North Landing River,KEMPSVILLE CROSSING,District 7,B11,,-99,0,0,0,0,KEMPSVILLE CROSSING LA,14557098520000,,,6585-001,,,,
-8479784.3767,4408166.2946,10454,12240-240,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12163735.6526465,3451003.54752056, ,,PLANS, ,Upper North Landing River,BRIGADOON WOODS EAST,District 7,C11,,-99,0,0,0,0,DUNDEE LA,14653160920000,,,2182-002,,,,
-8479789.1022,4408223.6769,10455,12240-242,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12163719.5224294,3451153.51736498, ,,PLANS, ,Upper North Landing River,BRIGADOON WOODS EAST,District 7,C11,,-99,0,0,0,0,DUNDEE LA,14653160920000,,,2182-002,,,,
-8477303.735,4408060.0853,10456,12140-012,STORMWATER MANHOLE,1985,VIRGINIA BEACH PUBLIC WORKS,12170267.0995573,3450886.8778064,ROSEMONT FOREST SOUTH PHASE 1,,PLANS,D11-001,Upper North Landing River,ROSEMONT FOREST SOUTH,District 7,D11,1985/01/01 05:00:00+00,10.52999973,0,0,2.94000006,2.94000006,CHESTERBROOK DR,14750029330000,,,1668-002,,,,
-8479983.2364,4408181.6207,10457,12240-552,STORMWATER MANHOLE,2017,VIRGINIA BEACH PUBLIC WORKS,12163211.6267916,3451030.8063243,LYNNHAVEN PKWY,,AS-BUILT/INSPECTORS COPY,CIP 2-167,Upper North Landing River,BRIGADOON WOODS EAST,District 7,C11,2017/01/01 05:00:00+00,8.43000031,2.93000007,3.5,0,3.49000001,LYNNHAVEN PW (SB),14653019590000,,,0064-059,,,,
-8477266.529,4407872.58,10458,649A13,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12170377.1715156,3450398.25443982, ,,PLANS, ,Upper North Landing River,GLENWOOD LINKS,District 7,D11,,-99,7.9000001,4.61000013,6.96999979,0,GLENWOOD LINKS LA,14750034340000,,,6474-001,NET_ID_005248,,,
-8477491.1221,4408021.2719,10459,12140-052,STORMWATER MANHOLE,1985,VIRGINIA BEACH PUBLIC WORKS,12169776.7603149,3450772.97809981,ROSEMONT FOREST SOUTH PHASE 1,,PLANS,D11-001,Upper North Landing River,ROSEMONT FOREST SOUTH,District 7,D11,1985/01/01 05:00:00+00,9.30000019,2.75,2.75,6.26999998,4.36000013,RYDALE CT,14659087850000,,,4621-001,NET_ID_005317,,,
-8480024.5601,4408084.5128,10460,12240-534,JUNCTION BOX,2017,VIRGINIA BEACH PUBLIC WORKS,12163109.1962222,3450773.81832123,LYNNHAVEN PKWY,,AS-BUILT/INSPECTORS COPY,CIP 2-167,Upper North Landing River,BRIGADOON WOODS EAST,District 7,C11,2017/01/01 05:00:00+00,10.64999962,1.62,1.60000002,3.88000011,0,SIDNEY CT,14653016170000,,,4842-001,,,,
-8479958.6258,4408161.9465,10461,12240-546,STORMWATER MANHOLE,2017,VIRGINIA BEACH PUBLIC WORKS,12163277.6253473,3450980.8756499,LYNNHAVEN PKWY,,AS-BUILT/INSPECTORS COPY,CIP 2-167,Upper North Landing River,BRIGADOON WOODS EAST,District 7,C11,2017/01/01 05:00:00+00,8.71000004,2.24000001,2.21000004,2.19000006,2.11999989,ANGUS DR,14653028980000,,,0195-002,,,,
-8479645.8167,4407973.2286,10462,12220-006,STORMWATER MANHOLE,1982,VIRGINIA BEACH PUBLIC WORKS,12164112.5518271,3450506.90875006,BRIGADOON SECTION 2,,PLANS,C11-006,Upper North Landing River,BRIGADOON WOODS EAST,District 7,C11,1982/01/01 05:00:00+00,8.60000038,0,0,3.1400001,3.1400001,BROCKIE ST,14654015550000,,,1386-003,NET_ID_005356,,,
-8479848.4732,4408441.5092,10463,12240-630,STORMWATER MANHOLE,2017,VIRGINIA BEACH PUBLIC WORKS,12163549.3187016,3451720.13565432,LYNNHAVEN PKWY,,AS-BUILT/INSPECTORS COPY,CIP 2-167,Upper North Landing River,BRIGADOON WOODS,District 7,C11,2017/01/01 05:00:00+00,11.23999977,4.36000013,4.4000001,0,4.42999983,LYNNHAVEN PW (SB),14653146790000,,,0064-056,,,,
-8481750.1312,4408015.9194,10464,B11515-A17,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12158574.9674298,3450482.86385064, ,,PLANS, ,Upper North Landing River,KEMPSVILLE CROSSING,District 7,B11,,15.27999973,10.67000008,10.67000008,0,0,KEMPSVILLE CROSSING LA,14558065540000,,,6585-001,NET_ID_005344,,,
-8477382.3625,4407899.786,10465,12140-006,STORMWATER MANHOLE,1985,VIRGINIA BEACH PUBLIC WORKS,12170070.7298713,3450461.92885314,ROSEMONT FOREST SOUTH PHASE 1,,PLANS,D11-001,Upper North Landing River,ROSEMONT FOREST SOUTH,District 7,D11,1985/01/01 05:00:00+00,10.88000011,2.25999999,2.25999999,0,0,GLENWOOD LINKS LA,14659094890000,,,6474-001,,,,
